100,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,100
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,124,3,3,3,3,121,0,0,0,0,0,0,0,124,111,111,111,111,111,111,121,0,0,0,0,0,0,114
112,0,0,0,0,0,123,113,113,113,113,122,0,0,0,124,121,0,0,123,113,113,113,113,113,113,122,0,0,0,0,0,0,114
100,111,121,0,0,0,0,0,0,0,0,0,0,0,0,123,122,0,0,0,0,0,0,0,0,0,0,0,0,124,121,0,0,114
100,113,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,122,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,3,3,3,3,111,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
100,113,113,113,113,113,122,0,0,0,124,3,3,3,3,121,0,0,0,0,0,0,0,0,124,111,111,2,2,2,2,111,111,100
112,0,0,0,0,0,0,0,0,0,123,113,113,113,113,122,0,0,0,0,0,0,0,0,123,113,113,113,113,113,113,113,113,100
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,121,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,112,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,124,121,0,0,0,124,111,111,111,100,112,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,123,122,0,0,0,123,113,113,113,113,122,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,124,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2,2,2,2,111,111,111,111,100
112,0,0,0,0,123,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,113,113,113,113,113,113,113,113,100
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
100,111,111,112,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,114
100,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,100
